Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Capitol View, Atlanta, GA",33.718290000000025,-84.41231999999997,Perkerson Park Disc Golf Course,33.71323567416454,-84.41292451802906,Disc Golf
"Capitol View, Atlanta, GA",33.718290000000025,-84.41231999999997,Metropolitan Pkwy & University Ave,33.722168,-84.407849,Intersection
"High Point, Atlanta, GA",33.71641000000005,-84.39532999999994,Arthur Langford Park,33.71573898007282,-84.39494941149249,Park
"Joyland, Atlanta, GA",33.71172000000007,-84.39696999999995,Joyland Park,33.71194308,-84.39722615,Park
"Joyland, Atlanta, GA",33.71172000000007,-84.39696999999995,Jim Ellis Audi Lounge,33.70973235663637,-84.39655368951142,Cocktail Bar
"Betmar LaVilla, Atlanta, GA",33.70626000000004,-84.39800999999994,Atlanta Humane Society,33.704106,-84.397127,Shop & Service
"Fort McPherson, Atlanta, GA",33.70811000000003,-84.44125999999994,Cajun Seafood Market,33.711178000000004,-84.444117,Cajun / Creole Restaurant
"Fort McPherson, Atlanta, GA",33.70811000000003,-84.44125999999994,Family Dollar,33.7134,-84.4386,Discount Store
"Fort McPherson, Atlanta, GA",33.70811000000003,-84.44125999999994,The Commons at Fort McPherson,33.70543347364105,-84.44107926271236,Golf Course
"Fort McPherson, Atlanta, GA",33.70811000000003,-84.44125999999994,Avow Body Art Tattoos & Body Piercings,33.71115201658329,-84.44294038442301,Tattoo Parlor
"Fort McPherson, Atlanta, GA",33.70811000000003,-84.44125999999994,Philly Wings,33.71120827625048,-84.44423749491283,Wings Joint
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Cajun Seafood Market,33.711178000000004,-84.444117,Cajun / Creole Restaurant
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Ikhlas Superb Seafood,33.714266354581625,-84.43544649614554,Seafood Restaurant
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Family Dollar,33.7134,-84.4386,Discount Store
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Philly Wings,33.71120827625048,-84.44423749491283,Wings Joint
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Avow Body Art Tattoos & Body Piercings,33.71115201658329,-84.44294038442301,Tattoo Parlor
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Food Market (hood stoe),33.714670170722144,-84.43657746233399,Food
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Soul Central Cafe Catering,33.713765,-84.43658,Food
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Atlanta Fish House & Grill,33.714302,-84.435514,Seafood Restaurant
"Venetian Hills, Atlanta, GA",33.71701000000007,-84.44390999999996,Avon Ave & Westmont Rd,33.722462,-84.437632,Intersection
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Planet Fitness,33.68705340888352,-84.4915641001312,Gym / Fitness Center
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Piccadilly Cafeteria,33.68873766350638,-84.4945111479385,Southern / Soul Food Restaurant
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,PNC Bank,33.6891674,-84.4895621,Bank
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Macy's,33.688,-84.493,Department Store
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Wendy's,33.68989741905461,-84.48829381610267,Fast Food Restaurant
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Chase Bank,33.689203,-84.488013,Bank
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Subway,33.68856368297181,-84.48732080349424,Sandwich Place
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Mrs. Winner's,33.689420544304596,-84.48537360140995,Pub
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Han's II,33.688372080998704,-84.48859721887544,Chinese Restaurant
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Lids,33.687996999999996,-84.495232,Accessories Store
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Big Daddy's Kitchen,33.69379759640543,-84.48966920768093,Southern / Soul Food Restaurant
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Little Caesars Pizza,33.688311,-84.48774,Pizza Place
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Dollar Tree,33.687996999999996,-84.495232,Discount Store
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Great American Cookies,33.688512,-84.493422,Bakery
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,House of Hoops by Foot Locker,33.688692,-84.493713,Clothing Store
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Chick-fil-A,33.6887506,-84.4932507,Fast Food Restaurant
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,CVS pharmacy,33.688311,-84.48774,Pharmacy
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Super Beauty,33.68915784842179,-84.49478053974852,Cosmetics Shop
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Checkers,33.6904946220534,-84.48944795337297,Fast Food Restaurant
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Wells Fargo,33.688483,-84.491853,Bank
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Kroger,33.6868364,-84.4875542,Supermarket
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Firestone Complete Auto Care,33.6892209,-84.4866136,Automotive Shop
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,KFC,33.68759441123065,-84.48967993248573,Fried Chicken Joint
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Burger King,33.68812910191115,-84.48913738131523,Fast Food Restaurant
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,GB Discount Mall,33.69128557499979,-84.48713014578007,Accessories Store
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Campbellton Gas,33.692646999999994,-84.491013,Gas Station
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,I-285 Exit 5A: SR 154 North / SR 166 East / Langford Pkwy,33.69018,-84.499243,Road
"Greenbriar, Atlanta, GA",33.68499000000003,-84.49234999999999,Peyton Construction,33.6817202,-84.50143579999997,Carpet Store
"Heritage Valley, Atlanta, GA",33.70578000000006,-84.50297999999998,Candy Lady,33.706717,-84.504456,Candy Store
"Heritage Valley, Atlanta, GA",33.70578000000006,-84.50297999999998,Daffy Ducts,33.7035684,-84.4997637,Other Repair Shop
"Ben Hill Acres, Atlanta, GA",33.693700000000035,-84.50816999999995,CVS pharmacy,33.69110244554064,-84.51032520151105,Pharmacy
"Ben Hill Forest, Atlanta, GA",33.67605000000003,-84.50113999999996,Fish Ribs N Sausage Man,33.674225731263455,-84.49859799408597,BBQ Joint
"Deerwood, Atlanta, GA",33.67535000000004,-84.51122999999995,High X Lab ATL,33.67428207397461,-84.51229095458984,Music Venue
"Deerwood, Atlanta, GA",33.67535000000004,-84.51122999999995,Prodigy Electrician,33.67764546,-84.51208315,Business Service
"Deerwood, Atlanta, GA",33.67535000000004,-84.51122999999995,Deerwood Park,33.677653,-84.51234699999999,Park
"Kings Forest, Atlanta, GA",33.70204000000007,-84.51176999999996,Parks Computer Services,33.7000776,-84.50947038,Electronics Store
"Kings Forest, Atlanta, GA",33.70204000000007,-84.51176999999996,Melvin Drive Park,33.708426096294154,-84.51173981874368,Basketball Court
"Whittier Mill Village, Atlanta, GA",33.80914000000007,-84.48240999999996,Whittier Mill Park,33.810467333680464,-84.48500236104411,Park
"Whittier Mill Village, Atlanta, GA",33.80914000000007,-84.48240999999996,Chattahoochee Park,33.80856144730213,-84.48058591676887,Park
"Whittier Mill Village, Atlanta, GA",33.80914000000007,-84.48240999999996,Whittier Mill Village Bocce Court,33.81076833237228,-84.48401355739915,Park
"Whittier Mill Village, Atlanta, GA",33.80914000000007,-84.48240999999996,VOC Tennis,33.81270756038778,-84.47969951360085,Gym / Fitness Center
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Cafe at Pharr - Westside,33.80687532013558,-84.4342503133847,Café
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Nuevo Laredo Cantina,33.80942348691137,-84.43689782737995,Mexican Restaurant
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Second Self Beer Co,33.805417343122365,-84.43022496812992,Brewery
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Hankook Taqueria,33.81144449101696,-84.43160027846834,Taco Place
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Johnny's Pizza,33.807906632279234,-84.43457640127542,Pizza Place
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Michael C. Carlos Dance Centre - Atlanta Ballet,33.80107329188086,-84.43510592827174,Dance Studio
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Piece of Cake Inc.,33.81234481315489,-84.43037252326278,Cupcake Shop
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Metrotainment Bakery,33.8063000075395,-84.43319533004608,Bakery
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Topgolf,33.7987376,-84.4276235,Golf Driving Range
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,K&G,33.802263824147516,-84.42750022382147,Men's Store
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Das BBQ,33.811486221910954,-84.42552166757224,BBQ Joint
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Big Easy Grille,33.81148371658365,-84.42480874011171,Cajun / Creole Restaurant
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,CrossFit Atlanta,33.809085167680514,-84.43578138236978,Gym
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,J's Cigars,33.81212060353355,-84.42610581639413,Smoke Shop
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,FIGO Pasta - Upper Westside / Buckhead,33.81137561930239,-84.42586859370033,Italian Restaurant
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Gymnetics Fitness,33.807449,-84.4343,Gym / Fitness Center
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Verde Taqueria,33.81155537859777,-84.42445211008399,Taco Place
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Le Fais do-do,33.79812422037023,-84.4263670666966,Event Space
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Depalma's Porch,33.81149665316039,-84.42498909119668,Italian Restaurant
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,ssam burger,33.811954529400865,-84.42597134819997,Burger Joint
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Patrick's Sub Shop,33.81124338567878,-84.42705134014919,Sandwich Place
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,New Dragon,33.811078561733716,-84.4258152094655,Chinese Restaurant
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Anya Bridal,33.79933219999999,-84.4324419,Bridal Shop
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Papa John's Pizza,33.811962,-84.42627,Pizza Place
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Star Cafe,33.81108110047068,-84.43889187852359,Café
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,BP,33.80070717697336,-84.42558108977954,Gas Station
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Shell,33.80167516542141,-84.43647721347918,Gas Station
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Olympic Flame,33.802189256009626,-84.43662790610345,Breakfast Spot
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,The Porch At Collier,33.81159103378965,-84.42497686976337,American Restaurant
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Citadel Nutrition Training Center,33.80227298302308,-84.4382434955,Recreation Center
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,D&K Suit City,33.80413808,-84.42761179,Men's Store
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Respire' Massage Therapy,33.80316815866206,-84.42759275436401,Massage Studio
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Star Coaches,33.811298,-84.43824000000001,Business Service
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Star Cafe,33.81128948957097,-84.43860590457916,Breakfast Spot
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Bold Monk Brewing Co.,33.80181304268544,-84.4264554977417,Brewery
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Soiree Catering & Events,33.812436266138086,-84.42970103871889,Gourmet Shop
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Horizon Home Furniture,33.79999141,-84.42656227,Furniture / Home Store
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Uber Group,33.79951396508548,-84.42657792249092,Athletics & Sports
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Rosing Painting & Wallcovering,33.80060252047737,-84.42479833858866,Furniture / Home Store
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,Bjork Studio,33.799935999999995,-84.425368,Furniture / Home Store
"Hills Park, Atlanta, GA",33.805750000000046,-84.43415999999996,The Loft Athletic Club,33.79981255537302,-84.42480044080231,Gym / Fitness Center
"Carver Hills, Atlanta, GA",33.80174000000005,-84.46202999999997,Westside Track And Field,33.804347,-84.462753,Track Stadium
"Carver Hills, Atlanta, GA",33.80174000000005,-84.46202999999997,Bozak Mastering Studio,33.799688,-84.45907,Recording Studio
"Carver Hills, Atlanta, GA",33.80174000000005,-84.46202999999997,Norfolk Southern Inman North Gate,33.803598,-84.458412,Train Station
"Almond Park, Atlanta, GA",33.78803000000005,-84.46375999999998,Hang Loose,33.78585315489884,-84.46218252182005,Bar
"Almond Park, Atlanta, GA",33.78803000000005,-84.46375999999998,MH Supermarket,33.785270000000004,-84.460815,Convenience Store
"Browns Mill Park, Atlanta, GA",33.668996281009846,-84.37981077274056,Metro by T-Mobile,33.6722851,-84.3715782,Mobile Phone Shop
"Swallow Circle/Baywood, Atlanta, GA",33.695010000000025,-84.38568999999995,Lakewood Buuilders,33.69415,-84.38592,Construction & Landscaping
"Swallow Circle/Baywood, Atlanta, GA",33.695010000000025,-84.38568999999995,J. R. Crickets Downtown,33.69220219226635,-84.38759936612523,Wings Joint
"Polar Rock, Atlanta, GA",33.69359000000003,-84.39883999999995,Organiq Hands,33.693607,-84.394492,Jewelry Store
"Polar Rock, Atlanta, GA",33.69359000000003,-84.39883999999995,urban sprout farm,33.695304,-84.403095,Garden
"Polar Rock, Atlanta, GA",33.69359000000003,-84.39883999999995,Queen City Diner,33.696571547289246,-84.40435746398244,Diner
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Value Village,33.70379781852368,-84.40925148845228,Thrift / Vintage Store
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Perkerson Park,33.71350728365204,-84.41251927834197,Park
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Waffle House,33.71673661400375,-84.42596197128296,Breakfast Spot
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Atlanta Male Stripper,33.707883,-84.42174899999998,Adult Education Center
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,BP,33.6970655123445,-84.41809505224228,Gas Station
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,MARTA,33.70649,-84.427738,Light Rail Station
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Bella Cucina,33.703563,-84.426872,Food
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Burger King,33.707456765940194,-84.43180353566318,Fast Food Restaurant
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Citgo,33.700462346135126,-84.41820263788739,Gas Station
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Ft. McPherson Class VI Store,33.70723042588869,-84.43120869051187,Liquor Store
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Sylvan Cleaners,33.698947,-84.418643,Dry Cleaner
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Perkerson Park Disc Golf Course,33.71323567416454,-84.41292451802906,Disc Golf
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Fort McPherson Commissary,33.7048492228769,-84.43161407834005,Grocery Store
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Alantic Station Shiuttle,33.70065217179585,-84.42894719829536,Train Station
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,MARTA - Lakewood / Fort McPherson Station,33.700297498467705,-84.42896771108812,Metro Station
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Dick Lane Velodrome,33.699941731354315,-84.42894719829536,Park
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Capitol View,33.71582188098688,-84.41520714506628,Scenic Lookout
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Wayfield Foods #17,33.716531535166425,-84.42532657805774,Food
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Metro usa Flea Market,33.702776,-84.410102,Flea Market
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Wayfield Foods,33.7032394,-84.40949645,Grocery Store
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,Metro Mart,33.70253880411885,-84.4098774574588,Flea Market
"Sylvan Hills, Atlanta, GA",33.707250000000045,-84.42101999999994,MARTA - Oakland City Station,33.717018481872,-84.42542914827729,Metro Station
"Capitol View Manor, Atlanta, GA",33.717250000000035,-84.40404999999998,Metroplex Theatre,33.718445,-84.40825799999999,Concert Hall
"West Lake, Atlanta, GA",33.75998000000004,-84.44345999999996,Affordable Scooter Repair of Atlanta,33.758152569325375,-84.44473743438719,Automotive Shop
"Lakewood Heights, Atlanta, GA",33.70488000000006,-84.37845999999996,Lakewood Stadium,33.70303231276249,-84.38814333523122,Football Stadium
